id,first_name,last_name,email,courses,grades
40578129,Henry,Harris,henry.harris@example.com,"[('PRIN', '481'), ('ELEC', '6091'), ('FINA', '410'), ('FMST', '203'), ('DFTT', '350'), ('IMCA', '210'), ('JOUR', '208'), ('MARK', '452'), ('ENGL', '671'), ('PERC', '499')]","{('PRIN', '481'): [56, 62], ('ELEC', '6091'): [68], ('FINA', '410'): [64], ('FMST', '203'): [73], ('DFTT', '350'): [61], ('IMCA', '210'): [69], ('JOUR', '208'): [50, 95], ('MARK', '452'): [84], ('ENGL', '671'): [58, 67], ('PERC', '499'): [52, 53]}"
40897234,Amelia,Martin,amelia.martin@example.com,"[('ELEC', '6601'), ('SCUL', '450'), ('STAT', '460'), ('FPST', '497'), ('GEOG', '490'), ('BIOL', '524'), ('PERC', '386'), ('STAT', '280'), ('DFTT', '345')]","{('ELEC', '6601'): [99], ('SCUL', '450'): [83], ('STAT', '460'): [74], ('FPST', '497'): [78], ('GEOG', '490'): [78], ('BIOL', '524'): [69], ('PERC', '386'): [87], ('STAT', '280'): [77], ('DFTT', '345'): [69]}"
40456788,Evelyn,Thompson,evelyn.thompson@example.com,"[('CIVI', '361'), ('ECON', '330'), ('ACCO', '653'), ('ELEC', '342'), ('COMP', '5201'), ('FMST', '202'), ('ELEC', '430'), ('ENCS', '272'), ('RELI', '392')]","{('CIVI', '361'): [67], ('ECON', '330'): [59, 54], ('ACCO', '653'): [53, 60], ('ELEC', '342'): [100], ('COMP', '5201'): [69], ('FMST', '202'): [88], ('ELEC', '430'): [97], ('ENCS', '272'): [86], ('RELI', '392'): [68]}"
40123488,Harper,Garcia,harper.garcia@example.com,"[('FINA', '471'), ('TESL', '330'), ('AHSC', '361'), ('DFTT', '311'), ('MECH', '6561'), ('AERO', '201'), ('PHOT', '300'), ('EXCI', '259')]","{('FINA', '471'): [61], ('TESL', '330'): [87], ('AHSC', '361'): [77], ('DFTT', '311'): [90], ('MECH', '6561'): [81], ('AERO', '201'): [55, 80], ('PHOT', '300'): [72], ('EXCI', '259'): [76]}"
40986543,Liam,Martinez,liam.martinez@example.com,"[('COMS', '324'), ('INDU', '324'), ('FTRA', '304'), ('MPER', '451'), ('AHSC', '537'), ('ACCO', '425'), ('URBS', '250')]","{('COMS', '324'): [90], ('INDU', '324'): [78], ('FTRA', '304'): [98], ('MPER', '451'): [53, 63], ('AHSC', '537'): [67], ('ACCO', '425'): [85], ('URBS', '250'): [58, 68]}"
40213465,Chloe,Robinson,chloe.robinson@example.com,"[('FBRS', '385'), ('AHSC', '437'), ('SCEN', '448'), ('MECH', '352'), ('CIVI', '7001'), ('COMP', '6521'), ('EMBA', '630'), ('ACTT', '325')]","{('FBRS', '385'): [62], ('AHSC', '437'): [88], ('SCEN', '448'): [82], ('MECH', '352'): [97], ('CIVI', '7001'): [58, 54], ('COMP', '6521'): [67], ('EMBA', '630'): [99], ('ACTT', '325'): [100]}"
40345678,Grace,Clark,grace.clark@example.com,"[('MBA', '659'), ('ARTX', '490'), ('SOEN', '390'), ('EXCI', '357'), ('SSDB', '426'), ('MECH', '351'), ('DFTT', '212'), ('GEOG', '260')]","{('MBA', '659'): [70], ('ARTX', '490'): [97], ('SOEN', '390'): [80], ('EXCI', '357'): [95], ('SSDB', '426'): [74], ('MECH', '351'): [74], ('DFTT', '212'): [92], ('GEOG', '260'): [100]}"
40892765,Lucas,Rodriguez,lucas.rodriguez@example.com,"[('MECH', '215'), ('SPAN', '202'), ('INDU', '6121'), ('CATA', '475'), ('AHSC', '538'), ('EXCI', '253'), ('ACTT', '358'), ('COMP', '6761'), ('PHYS', '389'), ('BLDG', '7871')]","{('MECH', '215'): [65], ('SPAN', '202'): [90], ('INDU', '6121'): [93], ('CATA', '475'): [68], ('AHSC', '538'): [64], ('EXCI', '253'): [97], ('ACTT', '358'): [55, 77], ('COMP', '6761'): [56, 98], ('PHYS', '389'): [90], ('BLDG', '7871'): [95]}"
40561823,Benjamin,Lewis,benjamin.lewis@example.com,"[('DFTT', '337'), ('AHSC', '437'), ('ENCS', '6044'), ('MECH', '343'), ('FTRA', '685')]","{('DFTT', '337'): [89], ('AHSC', '437'): [93], ('ENCS', '6044'): [65], ('MECH', '343'): [81], ('FTRA', '685'): [87]}"
40675329,Isabella,Lee,isabella.lee@example.com,"[('PSYC', '827'), ('COMP', '474'), ('COMP', '6741'), ('MECH', '361'), ('GEOG', '362'), ('ENGL', '480')]","{('PSYC', '827'): [80], ('COMP', '474'): [56, 65], ('COMP', '6741'): [74], ('MECH', '361'): [86], ('GEOG', '362'): [72], ('ENGL', '480'): [86]}"
40432987,Luna,Walker,luna.walker@example.com,"[('ENGL', '636'), ('FRAA', '419'), ('JOUR', '209'), ('APLI', '616'), ('COMP', '249'), ('MECH', '474'), ('BIOL', '368')]","{('ENGL', '636'): [69], ('FRAA', '419'): [100], ('JOUR', '209'): [78], ('APLI', '616'): [52, 87], ('COMP', '249'): [73], ('MECH', '474'): [96], ('BIOL', '368'): [58, 55]}"
40892134,Ella,Hall,ella.hall@example.com,"[('MANA', '668'), ('INSE', '6610'), ('MECH', '6101'), ('SOEN', '228'), ('CATA', '262'), ('EDUC', '463'), ('COMS', '513')]","{('MANA', '668'): [85], ('INSE', '6610'): [73], ('MECH', '6101'): [55, 100], ('SOEN', '228'): [75], ('CATA', '262'): [50, 66], ('EDUC', '463'): [84], ('COMS', '513'): [57, 79]}"
40329876,Lincoln,Young,lincoln.young@example.com,"[('BLDG', '6071'), ('CIVI', '6331'), ('MECH', '311'), ('INDU', '6211'), ('TESL', '221'), ('BCEE', '371'), ('GEOG', '463')]","{('BLDG', '6071'): [57, 56], ('CIVI', '6331'): [65], ('MECH', '311'): [84], ('INDU', '6211'): [58, 74], ('TESL', '221'): [79], ('BCEE', '371'): [73], ('GEOG', '463'): [92]}"
40678123,Lillian,Allen,lillian.allen@example.com,"[('LOYC', '205'), ('CHEM', '335'), ('SSDB', '275'), ('AERO', '371'), ('COEN', '317'), ('KCEP', '349'), ('POLI', '644'), ('COEN', '311'), ('COMP', '6761'), ('FINA', '409')]","{('LOYC', '205'): [100], ('CHEM', '335'): [86], ('SSDB', '275'): [63], ('AERO', '371'): [54, 98], ('COEN', '317'): [85], ('KCEP', '349'): [63], ('POLI', '644'): [87], ('COEN', '311'): [63], ('COMP', '6761'): [64], ('FINA', '409'): [71]}"
40128976,Ellie,Hernandez,ellie.hernandez@example.com,"[('COEN', '345'), ('CIVI', '6491'), ('COEN', '490'), ('ACTT', '399'), ('FINA', '415'), ('INDU', '411')]","{('COEN', '345'): [97], ('CIVI', '6491'): [76], ('COEN', '490'): [83], ('ACTT', '399'): [57, 97], ('FINA', '415'): [54, 80], ('INDU', '411'): [78]}"
40987645,Landon,King,landon.king@example.com,"[('COMP', '479'), ('POLI', '644'), ('INDU', '421'), ('GEOG', '377'), ('WSDB', '391'), ('PERC', '488'), ('BLDG', '390')]","{('COMP', '479'): [74], ('POLI', '644'): [88], ('INDU', '421'): [83], ('GEOG', '377'): [68], ('WSDB', '391'): [79], ('PERC', '488'): [82], ('BLDG', '390'): [88]}"
40564321,Nora,Wright,nora.wright@example.com,"[('CHST', '608'), ('MSCA', '611'), ('ELEC', '440'), ('PERC', '324'), ('COEN', '490'), ('CHEM', '333'), ('COMP', '6321'), ('HIST', '481')]","{('CHST', '608'): [85], ('MSCA', '611'): [53, 87], ('ELEC', '440'): [85], ('PERC', '324'): [85], ('COEN', '490'): [71], ('CHEM', '333'): [92], ('COMP', '6321'): [57, 76], ('HIST', '481'): [72]}"
40234567,Eva,Scott,eva.scott@example.com,"[('COMP', '6771'), ('CIVI', '6331'), ('AHSC', '384'), ('DFTT', '450'), ('HEXS', '801'), ('CIVI', '6661'), ('EXCI', '358'), ('JOUR', '208'), ('PHIL', '261'), ('BIOL', '466')]","{('COMP', '6771'): [59, 86], ('CIVI', '6331'): [92], ('AHSC', '384'): [75], ('DFTT', '450'): [54, 59], ('HEXS', '801'): [97], ('CIVI', '6661'): [90], ('EXCI', '358'): [51, 55], ('JOUR', '208'): [97], ('PHIL', '261'): [83], ('BIOL', '466'): [63]}"
40879012,Hazel,Nguyen,hazel.nguyen@example.com,"[('SOEN', '490'), ('MARK', '462'), ('CHEM', '206'), ('ELEC', '6041'), ('JOUR', '330'), ('BIOL', '382'), ('PERC', '311'), ('FBRS', '482')]","{('SOEN', '490'): [75], ('MARK', '462'): [88], ('CHEM', '206'): [53, 50], ('ELEC', '6041'): [63], ('JOUR', '330'): [69], ('BIOL', '382'): [63], ('PERC', '311'): [99], ('FBRS', '482'): [58, 98]}"
40127654,Levi,Hill,levi.hill@example.com,"[('THEO', '404'), ('MECH', '6691'), ('MECH', '215'), ('CATA', '348'), ('ARTT', '471'), ('JOUR', '443'), ('CIVI', '6051')]","{('THEO', '404'): [75], ('MECH', '6691'): [51, 70], ('MECH', '215'): [60], ('CATA', '348'): [89], ('ARTT', '471'): [79], ('JOUR', '443'): [94], ('CIVI', '6051'): [73]}"
40456789,Liam,Young,liam.young@example.com,"[('CIVI', '6301'), ('ELEC', '6091'), ('JOUR', '206'), ('MECH', '474'), ('PHOT', '498')]","{('CIVI', '6301'): [72], ('ELEC', '6091'): [96], ('JOUR', '206'): [91], ('MECH', '474'): [59, 65], ('PHOT', '498'): [56, 59]}"
40218976,Maya,Green,maya.green@example.com,"[('TESL', '330'), ('GEOG', '466'), ('INDU', '324'), ('COMP', '5481'), ('CATA', '262'), ('JOUR', '208'), ('PRIN', '441')]","{('TESL', '330'): [82], ('GEOG', '466'): [54, 69], ('INDU', '324'): [79], ('COMP', '5481'): [78], ('CATA', '262'): [52, 53], ('JOUR', '208'): [73], ('PRIN', '441'): [68]}"
40987612,Leo,Adams,leo.adams@example.com,"[('CHEM', '324'), ('PTNG', '440'), ('COMP', '5481'), ('APLI', '647'), ('DFTT', '212')]","{('CHEM', '324'): [53, 78], ('PTNG', '440'): [56, 71], ('COMP', '5481'): [95], ('APLI', '647'): [55, 82], ('DFTT', '212'): [91]}"
40567123,Riley,Baker,riley.baker@example.com,"[('BIOL', '510'), ('MECH', '6521'), ('BLDG', '6781'), ('MANA', '362'), ('PHYS', '665'), ('MECH', '371')]","{('BIOL', '510'): [68], ('MECH', '6521'): [66], ('BLDG', '6781'): [96], ('MANA', '362'): [92], ('PHYS', '665'): [88], ('MECH', '371'): [59, 71]}"
40678923,Harper,Hall,harper.hall@example.com,"[('JOUR', '206'), ('CHEM', '206'), ('MECH', '447'), ('INDU', '6231'), ('CHEM', '431')]","{('JOUR', '206'): [91], ('CHEM', '206'): [92], ('MECH', '447'): [77], ('INDU', '6231'): [82], ('CHEM', '431'): [73]}"
40341298,Nova,Flores,nova.flores@example.com,"[('DRAW', '412'), ('ELEC', '438'), ('COEN', '6321'), ('AHSC', '332'), ('CATA', '339')]","{('DRAW', '412'): [88], ('ELEC', '438'): [74], ('COEN', '6321'): [59, 60], ('AHSC', '332'): [61], ('CATA', '339'): [94]}"
40453987,Grace,Hill,grace.hill@example.com,"[('COMS', '376'), ('EMBA', '631'), ('SOCI', '415'), ('COMP', '346'), ('POLI', '205'), ('MECH', '321'), ('RELI', '378'), ('PRIN', '441'), ('PHYS', '496')]","{('COMS', '376'): [73], ('EMBA', '631'): [85], ('SOCI', '415'): [56, 95], ('COMP', '346'): [83], ('POLI', '205'): [57, 68], ('MECH', '321'): [55, 98], ('RELI', '378'): [60], ('PRIN', '441'): [67], ('PHYS', '496'): [78]}"
40987623,Julian,Young,julian.young@example.com,"[('ELEC', '6141'), ('CIVI', '361'), ('SCEN', '448'), ('MBA', '695'), ('COMP', '474'), ('MAST', '397'), ('RELI', '378'), ('AHSC', '422')]","{('ELEC', '6141'): [55, 51], ('CIVI', '361'): [66], ('SCEN', '448'): [63], ('MBA', '695'): [59, 85], ('COMP', '474'): [96], ('MAST', '397'): [88], ('RELI', '378'): [83], ('AHSC', '422'): [77]}"
40561234,Aria,Murphy,aria.murphy@example.com,"[('ENCS', '6041'), ('ACCO', '455'), ('COEN', '212'), ('PSYC', '709'), ('URBS', '335')]","{('ENCS', '6041'): [89], ('ACCO', '455'): [72], ('COEN', '212'): [65], ('PSYC', '709'): [86], ('URBS', '335'): [76]}"
40123456,Nathan,Thomas,nathan.thomas@example.com,"[('LING', '490'), ('ENCS', '483'), ('ACTT', '370'), ('MECH', '371'), ('INSE', '6120'), ('AERO', '482')]","{('LING', '490'): [58, 52], ('ENCS', '483'): [72], ('ACTT', '370'): [84], ('MECH', '371'): [71], ('INSE', '6120'): [91], ('AERO', '482'): [61]}"
